name_a,type_a,name_b,type_b,similarity,confidence,reason
機密性資料,data,機密資料,data,0.9738,0.9,機密性資料和機密資料在語意上相當接近，差異主要在於『性』的修飾，可能是同義詞或標準化形式
網際網路封包,data,網路封包,data,0.9716,0.9,網際網路封包和網路封包在此語境下是同義詞
文件,data,文件檔案,data,0.9697,0.9,文件和文件檔案在此語境下為同義詞
帳號及密碼,data,帳號/密碼,data,0.9693,0.9,節點 A 和節點 B 的名稱語意等價，都是指帳號和密碼的組合
帳號/密碼,data,帳號與密碼,data,0.969,0.9,帳號/密碼和帳號與密碼語意等價
密碼檔,data,密碼檔案,data,0.9684,0.9,節點 A 和節點 B 的名稱語意等價，都是指密碼相關的檔案
機密檔案,data,機密文件,data,0.9668,0.9,機密檔案和機密文件是同義詞
敏感性資料,data,敏感資料,data,0.9652,0.9,節點 A 和節點 B 的名稱語意等價，都是指涉及敏感信息的資料
個人資料,data,個人資訊,data,0.9644,0.9,個人資料和個人資訊是同義詞
個人基本資料,data,個人資料,data,0.963,0.9,個人基本資料和個人資料是同義詞
敏感性資訊,data,敏感資訊,data,0.9613,0.9,兩節點名稱語意等價
用戶資料,data,使用者資料,data,0.9585,0.9,用戶資料和使用者資料是同義詞
操作紀錄,data,操作行為記錄,data,0.9576,0.9,操作紀錄和操作行為記錄是同義詞
操作記錄,data,操作行為記錄,data,0.955,0.9,操作記錄和操作行為記錄在語意上相近，且行為記錄可以視為記錄的標準化形式
敏感資訊,data,敏感資料,data,0.9479,0.9,節點 A 和節點 B 的名稱語意等價，都是指敏感的資訊或資料
.bash_history,data,~/.bash_history,data,0.944,0.9,節點 A 和節點 B 都指向使用者 bash 的命令歷史記錄檔
個人基本資料,data,個人資訊,data,0.9434,0.9,個人基本資料和個人資訊是同義詞
日誌,data,日誌記錄,data,0.9431,0.9,日誌和日誌記錄在資訊或資料的本體論類別中是同義詞
系統紀錄,data,系統紀錄資料,data,0.942,0.9,系統紀錄和系統紀錄資料在語意上相近，且都指涉系統中儲存的資料
機密資料,data,密文資料,data,0.9394,0.9,機密資料和密文資料都是指需要保密的資訊或資料
認證資訊,data,驗證資訊,data,0.9381,0.9,認證資訊和驗證資訊在資訊安全領域中常被視為同義詞
流量,data,網路流量,data,0.9374,0.9,節點 A 和節點 B 的名稱語意相近，均指涉網路流量
人事資料,data,員工資料,data,0.9298,0.9,人事資料和員工資料是同義詞
客戶資料庫,data,客戶資料,data,0.9293,0.9,節點 A 和節點 B 的名稱語意相近，均指涉客戶的資料
敏感個人資料,data,敏感資訊,data,0.9292,0.9,節點 A 和節點 B 的名稱語意相近，均指涉及個人隱私的敏感資訊
帳號密碼,data,帳號及密碼,data,0.9276,0.9,帳號密碼和帳號及密碼語意等價
帳號密碼,data,帳號與密碼,data,0.9276,0.9,帳號密碼和帳號與密碼語意等價
文件化資訊,data,資訊檔案,data,0.9264,0.9,文件化資訊和資訊檔案是同義詞
cookie資訊,data,cookie 資訊,data,0.9252,1.0,兩節點名稱語意完全相同
備份,data,備份資料,data,0.9249,0.9,兩節點名稱語意等價，備份和備份資料指稱同一個概念
系統紀錄資料,data,系統記錄,data,0.9249,0.9,系統紀錄資料和系統記錄語意相近，指稱相同概念
交易記錄,data,交易歷史紀錄,data,0.9238,0.9,節點 A 和節點 B 的名稱語意等價，都是指交易的歷史記錄
電腦檔案,data,檔案,data,0.9224,0.9,電腦檔案和檔案在此語境下是同義詞
機敏性資料,data,機敏資料,data,0.9221,0.9,機敏性資料和機敏資料是同義詞
機密文件,data,敏感文件,data,0.9204,0.9,機密文件和敏感文件是同義詞
帳號密碼,data,帳號/密碼,data,0.919,0.9,帳號密碼和帳號/密碼語意等價
敏感性資訊,data,敏感性資料,data,0.9182,0.9,節點 A 和節點 B 的名稱語意等價，都是指敏感的資訊或資料
用戶資訊,data,用戶資料,data,0.9181,0.9,用戶資訊和用戶資料是同義詞
敏感性資訊,data,敏感資料,data,0.917,0.9,節點 A 和節點 B 的名稱語意等價，都是指敏感的資訊或資料
個人重要資訊,data,個人資訊,data,0.9158,0.9,個人重要資訊和個人資訊在語意上相近，且都指涉個人相關的資訊
系統記錄檔,data,系統記錄,data,0.9136,0.9,系統記錄檔和系統記錄語意相近，檔可視為記錄的具體形式
應用程式記錄檔,data,應用程式日誌檔,data,0.9131,0.9,應用程式記錄檔和應用程式日誌檔是同義詞
應用程式日誌,data,應用程式日誌檔,data,0.9123,0.9,兩節點名稱語意相近，日誌和日誌檔指稱同一概念
機密性資料,data,敏感資料,data,0.9106,0.9,機密性資料和敏感資料在資訊安全領域中常被視為同義詞
日誌,data,日誌檔,data,0.9105,0.9,日誌和日誌檔是同義詞
公鑰,data,加密金鑰,data,0.909,0.9,公鑰和加密金鑰在資訊安全領域中是相關的概念，公鑰通常用於加密
機密資訊,data,機密性資料,data,0.9088,0.9,機密資訊和機密性資料是同義詞
檔案資料,data,文件檔案,data,0.9085,0.9,檔案資料和文件檔案在此語境下是同義詞
系統日誌,data,系統作業日誌,data,0.905,0.9,系統日誌和系統作業日誌在語意上相近，後者可視為前者的標準化形式
網路封包,data,封包,data,0.9045,0.9,節點 A 和節點 B 的名稱語意相近，網路封包和封包在此語境下可視為同義詞
系統紀錄,data,系統記錄檔,data,0.904,0.9,系統紀錄和系統記錄檔是同義詞
網際網路封包,data,ip 封包,data,0.9037,0.9,網際網路封包和IP封包在網路通訊中指稱相同的概念
商業營運秘密,data,營業秘密,data,0.9033,0.9,兩節點名稱語意相近，均指商業運營中的秘密信息
機密檔案,data,密碼檔案,data,0.9025,0.9,機密檔案和密碼檔案都是指需要保密的檔案
加密金鑰 kc,data,加密金鑰,data,0.9023,1.0,兩節點名稱語意等價
網路通訊資料,data,網路資料,data,0.9022,0.9,節點 A 和節點 B 的名稱語意相近，均指涉及網路的資料
系統記錄檔,data,系統日誌檔,data,0.9022,0.9,系統記錄檔和系統日誌檔是同義詞
系統作業日誌,data,作業日誌,data,0.9018,0.9,系統作業日誌和作業日誌語意相近，差異在於是否強調系統層面
記憶體資料,data,記憶體中資料,data,0.9018,0.9,兩節點名稱語意等價，都是指記憶體中的資料
設定檔,data,系統設定檔,data,0.9016,0.9,設定檔和系統設定檔是同義詞
機密資料,data,敏感資料,data,0.9003,0.9,機密資料和敏感資料在資訊安全領域中常被視為同義詞
ip 封包,data,網路封包,data,0.8998,0.9,ip 封包和網路封包在此語境下是同義詞
敏感性資料,data,敏感資訊,data,0.8995,0.9,節點 A 和節點 B 的名稱語意等價，都是指敏感的資訊或資料
機密資訊,data,機密資料,data,0.8984,0.9,機密資訊和機密資料是同義詞
機密檔案,data,敏感文件,data,0.8982,0.9,機密檔案和敏感文件是同義詞
電腦檔案,data,文件檔案,data,0.8978,0.9,電腦檔案和文件檔案在此語境下是同義詞
事件紀錄檔,data,事件記錄,data,0.8974,0.9,事件紀錄檔和事件記錄是同義詞
系統日誌,data,系統日誌檔,data,0.8973,0.9,系統日誌和系統日誌檔是同義詞
雲端服務資料,data,雲端資料,data,0.8967,0.9,兩節點名稱語意等價，雲端服務資料和雲端資料指稱同一概念
敏感文件,data,敏感資料,data,0.8958,0.9,節點 A 和節點 B 的名稱語意等價，均指涉及敏感的資訊或資料
交易記錄,data,交易記錄檔,data,0.8952,0.9,節點 A 和節點 B 的名稱語意相近，交易記錄和交易記錄檔指稱同一概念
封包,data,資料封包,data,0.8945,0.9,節點 A 和節點 B 的名稱語意等價，都是指封裝的資料單位
通訊資訊,data,通訊資料,data,0.8941,0.9,通訊資訊和通訊資料是同義詞
敏感檔案,data,機密文件,data,0.894,0.9,敏感檔案和機密文件是同義詞
個人資料檔案,data,個人資料,data,0.8934,0.9,個人資料檔案和個人資料是同義詞
認證資料,data,認證資訊,data,0.8922,0.9,認證資料和認證資訊是同義詞
日誌檔,data,日誌資料,data,0.8904,0.9,日誌檔和日誌資料在資訊或資料的本體論類別下是同義詞
系統紀錄資料,data,系統記錄檔,data,0.8881,0.9,系統紀錄資料和系統記錄檔是同義詞
密文,data,密文資料,data,0.8877,0.9,兩節點名稱語意等價，密文和密文資料都是指加密過的資料
個人資料檔案,data,個人基本資料,data,0.8867,0.9,個人資料檔案和個人基本資料在語意上相近，均指涉個人的基本資訊
通行碼,data,密碼,data,0.8851,0.9,通行碼和密碼都是用於驗證或授權的密碼或代碼
封包資料流,data,資料封包,data,0.8851,0.9,節點 A 和節點 B 的名稱語意等價，都是指封包中的資料
個人重要資訊,data,個人資料,data,0.8843,0.9,個人重要資訊和個人資料是同義詞
日誌資訊,data,日誌資料,data,0.884,0.9,日誌資訊和日誌資料是同義詞
私密金鑰,data,加密金鑰,data,0.8839,0.9,私密金鑰和加密金鑰是同義詞
警示,data,警告訊息,data,0.8836,0.9,警示和警告訊息在資訊或資料的本體論類別中為同義詞
敏感檔案,data,敏感資料,data,0.8822,0.9,節點 A 和節點 B 的名稱語意等價，均指涉敏感資訊
個人機敏資料,data,個人資訊,data,0.8807,0.9,個人機敏資料和個人資訊是同義詞
程式碼,data,原始程式碼,data,0.8789,0.9,程式碼和原始程式碼在本體論類別data下是同義詞
警告訊息,data,警告文字,data,0.8781,0.9,節點 A 和節點 B 的名稱語意等價，都是指警告的內容
明文,data,明文資料,data,0.878,0.9,節點 A 和節點 B 的名稱語意等價，均指稱未經加密的明文資訊
用戶資訊,data,使用者資料,data,0.8777,0.9,用戶資訊和使用者資料是同義詞
明文,data,明文資訊,data,0.8766,0.9,節點 A 和節點 B 的名稱語意等價，都是指明文的資訊或資料
網際網路封包,data,封包,data,0.8754,0.9,節點 A 和節點 B 的名稱語意相近，網際網路封包是一種封包
紀錄檔,data,系統記錄檔,data,0.8753,0.9,紀錄檔和系統記錄檔在資訊或資料的本體論類別下具有相似的語意含義
資料資產,data,資訊類資產,data,0.8731,0.9,節點 A 和節點 B 的名稱語意相近，均指涉資訊或資料的資產
日誌檔,data,系統日誌檔,data,0.8697,0.9,節點 A 和節點 B 的名稱語意相近，系統日誌檔是日誌檔的一種特定類型
重要資料,data,重要資訊,data,0.8694,0.9,重要資料和重要資訊是同義詞
認證資料,data,驗證資訊,data,0.8686,0.9,認證資料和驗證資訊在本體論類別data下為同義詞
系統記錄檔,data,系統檔案,data,0.8673,0.9,系統記錄檔和系統檔案在資訊領域中常被視為同義詞
紀錄檔,data,記錄檔資訊,data,0.8647,0.9,紀錄檔和記錄檔資訊語意相近，指稱相同概念
電子健康記錄,data,醫療記錄,data,0.8635,0.9,電子健康記錄和醫療記錄是同義詞
金鑰 k,data,金鑰,data,0.8631,0.9,兩節點名稱語意等價，均指稱金鑰
紀錄檔,data,記錄,data,0.8626,0.9,紀錄檔和記錄在資訊或資料的本體論類別中為同義詞
私密金鑰,data,秘密金鑰 (secret key),data,0.8622,0.9,私密金鑰和秘密金鑰是同義詞
文件化資訊,data,檔案資料,data,0.8621,0.9,文件化資訊和檔案資料在本體論類別data下為同義詞
紀錄檔,data,日誌檔,data,0.8592,0.9,紀錄檔和日誌檔在資訊或資料的本體論類別中是同義詞
憑證,data,憑證 (certificate),data,0.8592,1.0,兩節點名稱語意等價
個人資料檔案,data,個人資訊,data,0.8589,0.9,個人資料檔案和個人資訊是同義詞
金鑰 (key),data,金鑰,data,0.8585,1.0,兩節點名稱語意等價
原始程式碼,data,原始碼,data,0.8585,0.9,原始程式碼和原始碼是同義詞
流量,data,流量 (traffic),data,0.8581,1.0,節點 A 和節點 B 的名稱語意等價，均指稱流量的概念
系統紀錄,data,系統日誌,data,0.8569,0.9,系統紀錄和系統日誌是同義詞
原始文件,data,文件,data,0.8556,0.9,節點 A 和節點 B 的名稱語意相近，均指稱文件概念
系統作業日誌,data,系統日誌檔,data,0.8551,0.9,系統作業日誌和系統日誌檔是同義詞
主金鑰,data,主金鑰 (master key),data,0.8549,1.0,節點名稱語意等價，主金鑰和主金鑰 (master key) 指稱同一概念
明文資訊,data,明文資料,data,0.8542,1.0,節點 A 和節點 B 的名稱語意等價，都是指明文的資訊或資料
日誌,data,日誌資料,data,0.8539,0.9,日誌和日誌資料在資訊或資料的本體論類別下為同義詞
敏感個人資料,data,個人機敏資料,data,0.8538,0.9,節點 A 和節點 B 的名稱語意等價，均指涉及個人隱私的敏感資料
系統記錄,data,系統日誌,data,0.8533,0.9,系統記錄和系統日誌是同義詞
應用系統日誌,data,系統作業日誌,data,0.853,0.9,兩節點名稱語意相近，均指系統運作的記錄
資料隱私,data,私人資料,data,0.8469,0.9,資料隱私和私人資料是同義詞
金鑰物件,data,金鑰,data,0.8466,0.9,金鑰物件和金鑰在資訊安全的語境中是同義詞
日誌,data,日誌資訊,data,0.8465,0.9,日誌和日誌資訊在資訊或資料的本體論類別下為同義詞
暫存記憶,data,暫存資料,data,0.8461,0.9,節點 A 和節點 B 的名稱語意等價，都是指暫時存放的資料
機密檔案,data,公司機密文件,data,0.8452,0.9,機密檔案和公司機密文件都是指公司內部的敏感資訊
日誌記錄,data,日誌資料,data,0.8443,0.9,日誌記錄和日誌資料是同義詞
網路封包,data,資料封包,data,0.843,0.9,網路封包和資料封包在資訊傳遞中是同義詞
信用卡號碼,data,卡號,data,0.8422,0.9,節點 A 和節點 B 的名稱語意等價，均指稱信用卡的編號
用戶資料,data,個人資料,data,0.8419,0.9,用戶資料和個人資料在此語境下是同義詞
加密金鑰,data,秘密金鑰 (secret key),data,0.8417,0.9,加密金鑰和秘密金鑰是同義詞
用戶資訊,data,個人資訊,data,0.8414,0.9,用戶資訊和個人資訊在此語境下是同義詞
人事資料,data,個人資料,data,0.8387,0.9,人事資料和個人資料在此語境下是同義詞
檔案資料,data,資訊檔案,data,0.8387,0.9,檔案資料和資訊檔案是語意等價的表達
應用程式日誌,data,應用程式記錄檔,data,0.8375,0.9,兩節點名稱語意等價，日誌和記錄檔在此context下為同義詞
敏感個人資料,data,個人資訊,data,0.8367,0.9,兩節點名稱語意相近，均指涉個人相關資訊
個人重要資訊,data,個人機敏資料,data,0.8363,0.9,個人重要資訊和個人機敏資料是同義詞
電話簿,data,通訊錄,data,0.8359,0.9,電話簿和通訊錄是同義詞
敏感檔案,data,敏感資訊,data,0.8347,0.9,節點 A 和節點 B 的名稱語意相近，均指涉及敏感性質的資訊或資料
特種個人資料,data,個人資訊,data,0.8344,0.9,兩節點名稱語意相近，均指涉及個人相關的資訊或資料
web服務器日誌,data,網站日誌,data,0.8339,0.9,節點 A 和節點 B 的名稱語意相近，均指網站或網頁伺服器的日誌記錄
網際網路封包,data,資料封包,data,0.8329,0.9,網際網路封包和資料封包在資訊傳遞的背景下是同義詞
ip 封包,data,資料封包,data,0.8311,0.9,ip 封包和資料封包在網路傳輸中是同義詞
敏感性資料,data,機敏資料,data,0.8297,0.9,敏感性資料和機敏資料是同義詞
應用系統日誌,data,系統日誌檔,data,0.8288,0.9,兩節點名稱語意相近，均指系統運行記錄
密文,data,密碼,data,0.8283,0.9,密文和密碼在資訊安全領域中常被用作同義詞
機敏性,data,機敏性資料,data,0.8258,0.9,兩節點名稱語意相近，機敏性資料是機敏性的標準化形式
日誌記錄,data,日誌資訊,data,0.8255,0.9,日誌記錄和日誌資訊在資訊或資料的本體論類別下為同義詞
密文資料,data,加密過的資料,data,0.8246,0.9,密文資料和加密過的資料是同義詞
交易記錄,data,交易資料,data,0.8239,0.9,節點 A 和節點 B 的名稱語意等價，交易記錄和交易資料都是指同一類型的資訊或資料
憑證,data,認證資料,data,0.8225,0.9,憑證和認證資料在資訊安全領域中常被視為同義詞
封包內容,data,資料封包,data,0.82,0.9,節點 A 和節點 B 的名稱語意相近，均指涉及封包中的資料內容
系統紀錄,data,系統日誌檔,data,0.8192,0.9,系統紀錄和系統日誌檔在本體論類別data下是同義詞
日誌記錄,data,系統日誌,data,0.8162,0.9,日誌記錄和系統日誌是同義詞
人事資料,data,個人基本資料,data,0.8148,0.9,人事資料和個人基本資料在此語境下是同義詞
電腦檔案,data,資訊檔案,data,0.8142,0.9,電腦檔案和資訊檔案在此語境下為同義詞
系統記錄,data,系統日誌檔,data,0.8128,0.9,系統記錄和系統日誌檔在資訊或資料的本體論類別下是同義詞
交易歷史紀錄,data,交易記錄檔,data,0.8126,0.9,節點 A 和節點 B 的名稱語意相近，均指涉交易相關的紀錄
個人基本資料,data,用戶資料,data,0.8122,0.9,個人基本資料和用戶資料在此語境下為同義詞
流量 (traffic),data,網路流量,data,0.8105,0.9,節點 A 和節點 B 的名稱語意相近，均指涉網路流量
個人資料檔案,data,個人重要資訊,data,0.8092,0.9,兩節點名稱語意相近，均指涉個人相關資訊
系統安全日誌,data,安全記錄檔,data,0.8091,0.9,系統安全日誌和安全記錄檔是同義詞
日誌記錄,data,作業日誌,data,0.8077,0.9,日誌記錄和作業日誌在資訊或資料的本體論類別下是同義詞
程式碼,data,源代碼,data,0.807,0.9,程式碼和源代碼是同義詞
系統記錄,data,系統作業日誌,data,0.8033,0.9,系統記錄和系統作業日誌在本體論類別data下是同義詞
硬碟資料,data,儲存資料,data,0.8011,0.9,硬碟資料和儲存資料在此語境下指稱同一概念
隱私權,principle,隱私,principle,0.9008,0.9,兩節點名稱語意等價，隱私權和隱私是同義詞
機密性 (confidentiality),principle,機密性,principle,0.8926,1.0,兩節點名稱語意等價
資訊洩漏,risk,資訊洩露,risk,0.9891,0.9,資訊洩漏和資訊洩露是同義詞
密碼模組風險,risk,密碼模組安全性風險,risk,0.9726,0.9,節點 A 和節點 B 的名稱語意等價，都是指密碼模組的安全風險
營業秘密外洩,risk,營業祕密外洩,risk,0.971,1.0,兩節點名稱語意等價
資料丟失,risk,資料遺失,risk,0.968,0.9,資料丟失和資料遺失是同義詞
資訊外洩,risk,資訊洩露,risk,0.9639,0.9,資訊外洩和資訊洩露是同義詞
資訊洩漏,risk,資訊外洩,risk,0.962,0.9,資訊洩漏和資訊外洩是同義詞
災難,risk,災害,risk,0.9611,0.9,災難和災害是同義詞
資訊外洩,risk,敏感資訊外洩,risk,0.9578,0.9,資訊外洩和敏感資訊外洩語意相近，均指涉及敏感資訊的外洩風險
資料外洩,risk,資料洩露,risk,0.9574,0.9,資料外洩和資料洩露是同義詞
資訊安全風險,risk,資訊風險,risk,0.955,0.9,兩節點名稱語意相近，均指涉資訊安全領域的風險
敏感性資料外洩,risk,敏感資訊外洩,risk,0.9478,0.9,節點 A 和節點 B 的名稱語意等價，均指涉敏感資料的外洩
機密資料外洩,risk,資料洩露,risk,0.9407,0.9,機密資料外洩和資料洩露是同義詞
資訊洩漏,risk,敏感資訊外洩,risk,0.9406,0.9,資訊洩漏和敏感資訊外洩是同義詞
敏感資訊外洩,risk,資訊洩露,risk,0.9372,0.9,節點 A 和節點 B 的名稱語意相近，均指涉資訊安全風險中的敏感資訊外露
潛在風險,risk,風險,risk,0.9368,0.9,節點 A 和節點 B 的名稱語意等價，都是指潛在的安全風險
資料洩露,risk,資訊洩露,risk,0.9357,0.9,資料洩露和資訊洩露是同義詞
敏感性資料外洩,risk,資料外洩,risk,0.9268,0.9,節點 A 和節點 B 的名稱語意相近，均指涉及資料外洩的安全風險
資訊外洩,risk,資料外洩,risk,0.926,0.9,資訊外洩和資料外洩是同義詞
敏感性資料外洩,risk,機密資料外洩,risk,0.9217,0.9,兩節點名稱語意相近，均指資料外洩的風險
資訊洩漏,risk,資料洩露,risk,0.9215,0.9,資訊洩漏和資料洩露是同義詞
敏感性資料外洩,risk,資料洩露,risk,0.9191,0.9,節點 A 和節點 B 的名稱語意相近，均指涉及資料的安全風險
雲端採用風險,risk,雲端安全風險,risk,0.9189,0.9,兩節點名稱語意等價，均指雲端安全相關風險
違反法律的風險,risk,法規風險,risk,0.9158,0.9,節點 A 和節點 B 的名稱語意等價，均指涉及法律法規的風險
資料損失,risk,資料丟失,risk,0.9146,0.9,資料損失和資料丟失是同義詞
外洩風險,risk,資料外洩風險,risk,0.9132,0.9,外洩風險和資料外洩風險是同義詞
資訊安全風險,risk,安全風險,risk,0.912,0.9,兩節點名稱語意等價，均指稱安全風險
安全風險,risk,風險,risk,0.9116,0.9,節點 A 和節點 B 的名稱語意等價，都是指安全風險的概念
資訊外洩,risk,資料洩露,risk,0.9105,0.9,資訊外洩和資料洩露是同義詞
機密性外洩,risk,敏感資訊外洩,risk,0.9103,0.9,機密性外洩和敏感資訊外洩是同義詞
機密資料外洩,risk,敏感資訊外洩,risk,0.9091,0.9,機密資料外洩和敏感資訊外洩是同義詞
外洩風險,risk,機密資料外洩風險,risk,0.9085,0.9,外洩風險和機密資料外洩風險語意相近，均指涉及敏感資訊的安全風險
資訊外洩,risk,機密資料外洩,risk,0.9071,0.9,資訊外洩和機密資料外洩是同義詞
個人資料洩漏,risk,資料洩露,risk,0.906,0.9,節點 A 和節點 B 的名稱語意相近，均指涉及資料的安全風險
機密性外洩,risk,機密資料外洩,risk,0.9054,0.9,機密性外洩和機密資料外洩是同義詞
資料外洩,risk,資料外洩風險,risk,0.9028,0.9,兩節點名稱語意等價，均指資料外洩的風險
檔案遺失,risk,資料遺失,risk,0.9027,0.9,檔案遺失和資料遺失在本體論類別risk下是同義詞
資訊風險,risk,資料風險,risk,0.9013,0.9,資訊風險和資料風險是同義詞
檔案遺失,risk,資料丟失,risk,0.9009,0.9,檔案遺失和資料丟失是同義詞
資料外洩,risk,敏感資訊外洩,risk,0.9007,0.9,資料外洩和敏感資訊外洩是同義詞
營運中斷,risk,業務中斷,risk,0.9007,0.9,營運中斷和業務中斷是同義詞
機密資料外洩,risk,資訊洩露,risk,0.9002,0.9,機密資料外洩和資訊洩露是同義詞，均指涉及敏感資訊的泄露
法規風險,risk,合規風險,risk,0.8989,0.9,法規風險和合規風險是同義詞，均指組織因未能遵守相關法規而面臨的風險
敏感資訊外洩,risk,資料洩露,risk,0.8967,0.9,節點 A 和節點 B 的名稱語意等價，均指涉及敏感資訊的外洩或泄露
機密性外洩,risk,資訊外洩,risk,0.8967,0.9,機密性外洩和資訊外洩是同義詞
資訊洩漏,risk,機密資料外洩,risk,0.8945,0.9,資訊洩漏和機密資料外洩是同義詞
網路交易風險,risk,網路安全風險,risk,0.893,0.9,網路交易風險和網路安全風險在本體論類別risk下具有相近的語意含義
資訊外洩,risk,敏感性資料外洩,risk,0.8909,0.9,資訊外洩和敏感性資料外洩語意相近，均指涉及敏感資訊的外露
安全風險,risk,潛在風險,risk,0.8901,0.9,節點名稱語意等價
組織風險,risk,企業風險,risk,0.8892,0.9,組織風險和企業風險在本體論類別risk下是同義詞
資料外洩,risk,資訊洩露,risk,0.8877,0.9,資料外洩和資訊洩露是同義詞
收入損失,risk,財務損失,risk,0.8863,0.9,收入損失和財務損失是同義詞
個人資料洩漏,risk,敏感資訊外洩,risk,0.8834,0.9,個人資料洩漏和敏感資訊外洩是同義詞
醫療資訊外洩,risk,資訊洩露,risk,0.8826,0.9,兩節點名稱語意相近，均指涉資訊外洩的風險
機密性外洩,risk,資訊洩露,risk,0.8825,0.9,機密性外洩和資訊洩露是同義詞，均指涉及敏感資訊的泄露
機密資料外洩風險,risk,機密資料外洩,risk,0.8817,0.9,機密資料外洩風險和機密資料外洩語意上相近，風險是指可能發生的事件，外洩是事件本身，兩者相關但風險是外洩的前置狀態
資訊洩漏,risk,資料外洩,risk,0.8809,0.9,資訊洩漏和資料外洩是同義詞
機密性外洩,risk,資訊洩漏,risk,0.8778,0.9,機密性外洩和資訊洩漏是同義詞，均指涉及敏感資訊的泄露
資訊洩漏,risk,敏感性資料外洩,risk,0.8768,0.9,資訊洩漏和敏感性資料外洩是同義詞
個人資料洩漏,risk,資訊外洩,risk,0.8764,0.9,個人資料洩漏和資訊外洩是同義詞
敏感性資料外洩,risk,資訊洩露,risk,0.8759,0.9,節點 A 和節點 B 的名稱語意等價，均指涉及資訊的外洩或泄露
系統無法使用,risk,系統無法執行任務,risk,0.8748,0.9,系統無法使用和系統無法執行任務語意相近
個人資料洩漏,risk,機密資料外洩,risk,0.8744,0.9,個人資料洩漏和機密資料外洩語意相近，均指涉密信息的泄露
個人資料洩漏,risk,敏感性資料外洩,risk,0.8732,0.9,個人資料洩漏和敏感性資料外洩是同義詞
敏感性資料外洩,risk,資料外洩風險,risk,0.8704,0.9,節點 A 和節點 B 的名稱語意相近，均指涉及資料外洩的風險
個人資料洩漏,risk,資料外洩,risk,0.8672,0.9,個人資料洩漏和資料外洩是同義詞
資料損失,risk,資訊資產損失,risk,0.8658,0.9,資料損失和資訊資產損失是同義詞
機密資料外洩風險,risk,敏感性資料外洩,risk,0.8632,0.9,機密資料外洩風險和敏感性資料外洩語意相近，均指涉及重要資料的安全風險
資料丟失,risk,資料遺失風險,risk,0.8629,0.9,資料丟失和資料遺失風險是同義詞
資料洩露,risk,資料外洩風險,risk,0.8607,0.9,資料洩露和資料外洩風險是同義詞
個人資料洩漏,risk,個資外洩,risk,0.86,0.9,個人資料洩漏和個資外洩是同義詞
郵件資料損毀,risk,資料損壞,risk,0.8594,0.9,郵件資料損毀和資料損壞在語意上相近，均指資料受損
機密資料外洩風險,risk,資料外洩,risk,0.859,0.9,機密資料外洩風險和資料外洩語意相近，均指資料泄露的風險
帳戶入侵,risk,帳號被盜取,risk,0.8548,0.9,帳戶入侵和帳號被盜取是同義詞，指稱相同的安全風險概念
醫療資訊外洩,risk,資料洩露,risk,0.8547,0.9,節點 A 和節點 B 的名稱語意相近，均指涉及敏感資訊的外洩
資料損失,risk,資料遺失,risk,0.8505,0.9,資料損失和資料遺失是同義詞
硬碟損毀,risk,硬碟故障,risk,0.8504,0.9,硬碟損毀和硬碟故障是同義詞
外洩風險,risk,機密性外洩,risk,0.846,0.9,外洩風險和機密性外洩是同義詞
個人資料洩漏,risk,隱私侵害,risk,0.8443,0.9,個人資料洩漏和隱私侵害是相關的安全風險概念，且語意上相近
系統中斷,risk,系統故障,risk,0.8424,0.9,系統中斷和系統故障是同義詞，均指系統運作異常
資料遺失,risk,資料遺失風險,risk,0.8394,0.9,兩節點名稱語意等價，均指資料遺失的風險
資料損失,risk,資料遺失風險,risk,0.8258,0.9,資料損失和資料遺失風險語意相近，均指資料丟失的風險
系統中斷,risk,系統崩潰,risk,0.8189,0.9,系統中斷和系統崩潰是同義詞
業務中斷風險,risk,業務中斷,risk,0.8164,0.9,業務中斷風險和業務中斷語意相近，風險是中斷的直接後果
資訊資產損失,risk,資料丟失,risk,0.813,0.9,節點 A 和節點 B 的名稱語意等價，均指資訊資產的丟失
外洩風險,risk,個資外洩,risk,0.8093,0.9,外洩風險和個資外洩是同義詞，均指涉及個資的安全風險
物聯網設備風險,risk,iot安全風險,risk,0.8082,0.9,節點 A 和節點 B 的名稱語意等價，均指涉物聯網設備的安全風險
csp (密碼服務提供模組),tool,密碼服務提供模組 (csp),tool,0.9849,1.0,兩節點名稱語意等價
入侵偵測系統 (ids),tool,入侵檢測系統 (ids),tool,0.9763,0.9,入侵偵測系統和入侵檢測系統是同義詞
代理型防火牆,tool,代理防火牆,tool,0.9726,0.9,代理型防火牆和代理防火牆是同義詞
封包過濾防火牆,tool,封包過濾型防火牆,tool,0.9604,0.9,兩節點名稱語意等價，都是描述封包過濾的防火牆
網路層防火牆,tool,網路防火牆,tool,0.959,0.9,網路層防火牆和網路防火牆在語意上相近，網路層防火牆是網路防火牆的一種特定類型
密碼演算法,tool,加密演算法,tool,0.9581,0.9,密碼演算法和加密演算法是同義詞
蜂蜜罐,tool,蜜罐,tool,0.9548,0.9,蜂蜜罐和蜜罐是同義詞
應用層防火牆,tool,網路應用程式防火牆,tool,0.9527,0.9,兩節點名稱語意相近，均指涉網路安全的防火牆工具
ssl,tool,ssl/tls,tool,0.9417,0.9,ssl 和 ssl/tls 是同一安全協定的不同稱呼方式
